Exercise,Category,Type,Goal,Sets/Duration,Reps
RG Single-Arm Cross-Body Cable Front Raise,Shoulders,gym,general fitness,3,12
Smith machine shoulder press,Shoulders,gym,general fitness,3,12
Machine shoulder press,Shoulders,gym,general fitness,3,12
Reverse Machine Flyes,Shoulders,gym,general fitness,3,12
Single-arm Smith machine upright row,Shoulders,gym,general fitness,3,12
Machine Lateral Raise,Shoulders,gym,general fitness,3,12
Smith machine behind-the-neck press,Shoulders,gym,general fitness,3,12
Smith Machine Behind-The-Neck Press - Gethin Variation,Shoulders,gym,general fitness,3,12
30 Shoulders Leg Press Shoulder Press,Shoulders,gym,general fitness,3,12
30 Shoulders Machine Shoulder Press,Shoulders,gym,general fitness,3,12
30 Shoulders Pec-Deck Reverse Fly,Shoulders,gym,general fitness,3,12
30 Shoulders Smith Machine Behind-The-Head Press,Shoulders,gym,general fitness,3,12
30 Shoulders Smith Machine Shoulder Press,Shoulders,gym,general fitness,3,12
Handstand push-up,Shoulders,gym,general fitness,3,12
Upward Stretch,Shoulders,gym,general fitness,3,12
Shoulder Circles,Shoulders,gym,general fitness,3,12
Cross-body shoulder stretch,Shoulders,gym,general fitness,3,12
Arm circle,Shoulders,gym,general fitness,3,12
Seated Front Deltoid,Shoulders,gym,general fitness,3,12
Shoulder Raise,Shoulders,gym,general fitness,3,12
Hand Stand Push-Up,Shoulders,gym,general fitness,3,12
Wall walk,Shoulders,gym,general fitness,3,12
Return Push from Stance,Shoulders,gym,general fitness,3,12
Wall shoulder tap,Shoulders,gym,general fitness,3,12
Bear crawl shoulder tap,Shoulders,gym,general fitness,3,12
Shadow boxing,Shoulders,gym,general fitness,3,12
Bear crawl fire feet,Shoulders,gym,general fitness,3,12
Wall sprawl,Shoulders,gym,general fitness,3,12
Bent Over Shoulder Y,Shoulders,gym,general fitness,3,12
Shoulder L,Shoulders,gym,general fitness,3,12
Shoulder Dislocation Stretch-Dowel,Shoulders,gym,general fitness,3,12
TBS Inverted Row,Shoulders,gym,general fitness,3,12
PVC Shoulder Stretch,Shoulders,gym,general fitness,3,12
Shoulder T,Shoulders,gym,general fitness,3,12
HM Arm Circle,Shoulders,gym,general fitness,3,12
HM Shoulder Stretch,Shoulders,gym,general fitness,3,12
HM Shoulder Stretch on Floor,Shoulders,gym,general fitness,3,12
HM Shoulder Tap,Shoulders,gym,general fitness,3,12
HM Hand-On-Wall Stretch,Shoulders,gym,general fitness,3,12
HM Jumping Arm Circle,Shoulders,gym,general fitness,3,12
Kipping Clapping Pull-Up,Shoulders,gym,general fitness,3,12
Holman Kneeling Overhead Press to Donkey Kick,Shoulders,gym,general fitness,3,12
Floor angel,Shoulders,gym,general fitness,3,12
Shoulder extension stretch,Shoulders,gym,general fitness,3,12
Backward Medicine Ball Throw,Shoulders,gym,general fitness,3,12
Medicine ball scoop throw,Shoulders,gym,general fitness,3,12
Standing Two-Arm Overhead Throw,Shoulders,gym,general fitness,3,12
Incline face-down bar front raise,Shoulders,gym,general fitness,3,12
Incline anti-gravity shoulder press,Shoulders,gym,general fitness,3,12
30 Shoulders EZ-Bar Front Raise,Shoulders,gym,general fitness,3,12
Side Wrist Pull,Shoulders,gym,general fitness,3,12
Elbow Circles,Shoulders,gym,general fitness,3,12
Kneeling Arm Drill,Shoulders,gym,general fitness,3,12
Bent-over shoulder rotation,Shoulders,gym,general fitness,3,12
Band overhead triceps press,Triceps,home,general fitness,3,12
Band overhead triceps extension,Triceps,home,general fitness,3,12
Band straight-arm pull-down,Triceps,home,general fitness,3,12
Band skullcrusher,Triceps,home,general fitness,3,12
Single-arm band kick-back,Triceps,home,general fitness,3,12
Incline EZ-bar skullcrusher,Triceps,gym,general fitness,3,12
Decline Close-Grip Bench To Skull Crusher,Triceps,gym,general fitness,3,12
Bench Press - Powerlifting,Triceps,gym,general fitness,3,12
Behind-the-head skullcrusher,Triceps,gym,general fitness,3,12
Standing barbell overhead triceps extension,Triceps,gym,general fitness,3,12
Reverse-grip bench press,Triceps,gym,general fitness,3,12
Bench Press with Chains,Triceps,gym,general fitness,3,12
Floor Press,Triceps,gym,general fitness,3,12
One Arm Floor Press,Triceps,gym,general fitness,3,12
Pin Presses,Triceps,gym,general fitness,3,12
JM Press With Bands,Triceps,gym,general fitness,3,12
JM Press,Triceps,gym,general fitness,3,12
Floor Press with Chains,Triceps,gym,general fitness,3,12
Reverse Band Bench Press,Triceps,gym,general fitness,3,12
Decline Barbell Triceps Extension - Gethin Variation,Triceps,gym,general fitness,3,12
AM Skullcrusher,Triceps,gym,general fitness,3,12
30 Arms Close-Grip Bench Press,Triceps,gym,general fitness,3,12
30 Arms Barbell Skullcrusher,Triceps,gym,general fitness,3,12
FYR2 Sprawl Over Kettlebell,Triceps,gym,general fitness,3,12
Dumbbell floor press,Triceps,home,general fitness,3,12
Seated triceps press,Triceps,home,general fitness,3,12
Tricep Dumbbell Kickback,Triceps,home,general fitness,3,12
Standing Dumbbell Triceps Extension,Triceps,home,general fitness,3,12
Double-arm triceps kick-back,Triceps,home,general fitness,3,12
Single-arm dumbbell triceps extension,Triceps,home,general fitness,3,12
Decline Dumbbell Triceps Extension,Triceps,home,general fitness,3,12
Dumbbell skullcrusher,Triceps,home,general fitness,3,12
One Arm Pronated Dumbbell Triceps Extension,Triceps,home,general fitness,3,12
One Arm Supinated Dumbbell Triceps Extension,Triceps,home,general fitness,3,12
Seated Bent-Over Two-Arm Dumbbell Triceps Extension,Triceps,home,general fitness,3,12
Tate Press,Triceps,home,general fitness,3,12
Standing Bent-Over One-Arm Dumbbell Triceps Extension,Triceps,home,general fitness,3,12
Seated Bent-Over One-Arm Dumbbell Triceps Extension,Triceps,home,general fitness,3,12
Dumbbell Tricep Extension -Pronated Grip,Triceps,home,general fitness,3,12
V-sit with overhead triceps extension,Triceps,home,general fitness,3,12
PJR Pull-Over,Triceps,home,general fitness,3,12
Paul Carter Dumbbell Kick-Back,Triceps,home,general fitness,3,12
Single-arm dumbbell skullcrusher,Triceps,home,general fitness,3,12
Dumbbells-together incline bench press,Triceps,home,general fitness,3,12
Incline dumbbell overhead triceps extension,Triceps,home,general fitness,3,12
Dumbbell Crush Press,Triceps,home,general fitness,3,12
Holman Hovering Renegade Triceps Press,Triceps,home,general fitness,3,12
Holman Heavy Triceps Press to Overhead Press,Triceps,home,general fitness,3,12
Total Fitness Close-Grip Dumbbell Press,Triceps,home,general fitness,3,12
Dumbbell row to triceps kick-back,Triceps,home,general fitness,3,12
Rolling triceps press,Triceps,home,general fitness,3,12
MetaBurn Skullcrusher to Ab Crunch,Triceps,home,general fitness,3,12
FYR2 Single-Dumbbell Triceps Extension,Triceps,home,general fitness,3,12
30 Arms Overhead Dumbbell Triceps Extension,Triceps,home,general fitness,3,12
30 Arms Dumbbell Skullcrusher,Triceps,home,general fitness,3,12
30 Arms Dumbbell Kick-Back,Triceps,home,general fitness,3,12
30 Arms BFR Dumbbell Kick-Back,Triceps,home,general fitness,3,12
Dumbbell saw triceps skullcrusher,Triceps,home,general fitness,3,12
Chain Handle Extension,Triceps,gym,general fitness,3,12
Sled Overhead Triceps Extension,Triceps,gym,general fitness,3,12
Body Triceps Press Using Flat Bench,Triceps,gym,general fitness,3,12
Suspended Triceps Press,Triceps,gym,general fitness,3,12
Seated triceps push-down,Triceps,gym,general fitness,3,12
Machine triceps extension-,Triceps,gym,general fitness,3,12
Holman Overhead Weighted Triceps Press,Triceps,gym,general fitness,3,12
30 Arms Weighted Triceps Dip,Triceps,gym,general fitness,3,12
Cable V-bar push-down,Triceps,gym,general fitness,3,12
Reverse Grip Triceps Pushdown,Triceps,gym,general fitness,3,12
Kneeling cable triceps extension,Triceps,gym,general fitness,3,12
Single-arm cable triceps extension,Triceps,gym,general fitness,3,12
Dip Machine,Triceps,gym,general fitness,3,12
Triceps Pushdown,Triceps,gym,general fitness,3,12
Low cable overhead triceps extension,Triceps,gym,general fitness,3,12
Lying cable triceps extension,Triceps,gym,general fitness,3,12
Low Cable Triceps Extension,Triceps,gym,general fitness,3,12
Cable overhead triceps extension,Triceps,gym,general fitness,3,12
Single-arm low cable triceps extension,Triceps,gym,general fitness,3,12
Incline cable straight-bar triceps extension,Triceps,gym,general fitness,3,12
Paul Carter Overhead Rope Triceps Extension,Triceps,gym,general fitness,3,12
TBS Rope Cable Push-Down,Triceps,gym,general fitness,3,12
Single-arm cable triceps kick-back,Triceps,gym,general fitness,3,12
Incline cable rope triceps extension,Triceps,gym,general fitness,3,12
Reverse-grip cable straight-bar push-down,Triceps,gym,general fitness,3,12
Kneeling Cable Triceps Extension - Gethin Variation,Triceps,gym,general fitness,3,12
Cable Overhead Triceps Extension - Gethin Variation,Triceps,gym,general fitness,3,12
Reverse-Grip Cable Triceps Pushdown - Gethin Variation,Triceps,gym,general fitness,3,12
Cable Triceps Extension - Gethin Variation,Triceps,gym,general fitness,3,12
Single-arm incline triceps extension,Triceps,gym,general fitness,3,12
Triceps Overhead Extension with Rope - Gethin Variation,Triceps,gym,general fitness,3,12
Cable rope push-down,Triceps,gym,general fitness,3,12
Cable straight-bar push-down,Triceps,gym,general fitness,3,12
Straight-arm bar pull-down,Triceps,gym,general fitness,3,12
AM Rope Triceps Pushdown,Triceps,gym,general fitness,3,12
AM Bar Triceps Push-Down,Triceps,gym,general fitness,3,12
Rope overhead triceps extension,Triceps,gym,general fitness,3,12
UP Rope Push-down,Triceps,gym,general fitness,3,12
UP Triceps Extension Straight-Bar Push-Down,Triceps,gym,general fitness,3,12
LD Cable One-Arm Upright Row,Triceps,gym,general fitness,3,12
30 Arms Underhand Cable Straight-Bar Push-Down,Triceps,gym,general fitness,3,12
30 Arms Single-Arm Reverse-Grip Cable Push-Down,Triceps,gym,general fitness,3,12
30 Arms Cable V-Bar Push-Down,Triceps,gym,general fitness,3,12
30 Arms Cable Straight-Bar Push-Down,Triceps,gym,general fitness,3,12
30 Arms Cable Rope Push-Down,Triceps,gym,general fitness,3,12
30 Arms Cable Rope Overhead Triceps Extension,Triceps,gym,general fitness,3,12
BFR underhand straight-bar push-down,Triceps,gym,general fitness,3,12
BFR overhand straight-bar push-down,Triceps,gym,general fitness,3,12
BFR cable rope push-down,Triceps,gym,general fitness,3,12
Triceps Pressdown,Triceps,gym,general fitness,3,12
Machine Triceps Extension,Triceps,gym,general fitness,3,12
Smith machine end-grip shoulder press,Triceps,gym,general fitness,3,12
Assist machine triceps push-down,Triceps,gym,general fitness,3,12
Smith machine close-grip bench press-,Triceps,gym,general fitness,3,12
Machine Triceps Extension - Gethin Variation,Triceps,gym,general fitness,3,12
Overhead Machine Triceps Extension - Gethin Variation,Triceps,gym,general fitness,3,12
30 Arms Machine Triceps Dip,Triceps,gym,general fitness,3,12
Triceps dip,Triceps,gym,general fitness,3,12
Weighted bench dip,Triceps,gym,general fitness,3,12
Push-Ups - Close Triceps Position,Triceps,gym,general fitness,3,12
Parallel Bar Dip,Triceps,gym,general fitness,3,12
Ring dip,Triceps,gym,general fitness,3,12
Feet-elevated bench dip,Triceps,gym,general fitness,3,12
Bodyweight triceps press,Triceps,gym,general fitness,3,12
Standing Towel Triceps Extension,Triceps,gym,general fitness,3,12
Tricep Side Stretch,Triceps,gym,general fitness,3,12
Triceps Stretch,Triceps,gym,general fitness,3,12
Overhead Triceps,Triceps,gym,general fitness,3,12
Russian Bar Dip,Triceps,gym,general fitness,3,12
Straight-arm plank with kick-back,Triceps,gym,general fitness,3,12
TBS Dip,Triceps,gym,general fitness,3,12
Bench Dips - Gethin Variation,Triceps,gym,general fitness,3,12
Banded dip,Triceps,gym,general fitness,3,12
Bench Dip - Gethin Variation,Triceps,gym,general fitness,3,12
HM Chair Dip,Triceps,gym,general fitness,3,12
Bench dip,Triceps,gym,general fitness,3,12
Holman Step Triceps Dip,Triceps,gym,general fitness,3,12
Holman Chair Triceps Dip,Triceps,gym,general fitness,3,12
Bodyweight Triceps Rope Press,Triceps,gym,general fitness,3,12
Holman Heavy Triceps Overhead Press,Triceps,gym,general fitness,3,12
Holman Couch Triceps Dip,Triceps,gym,general fitness,3,12
FYR2 Triceps Push-Up,Triceps,gym,general fitness,3,12
30 Arms Triceps Dip,Triceps,gym,general fitness,3,12
30 Arms Close-Grip Push-Up,Triceps,gym,general fitness,3,12
30 Arms BFR Close-Grip Push-Up,Triceps,gym,general fitness,3,12
Supine Chest Throw,Triceps,gym,general fitness,3,12
Decline EZ-bar skullcrusher,Triceps,gym,general fitness,3,12
EZ-Bar Skullcrusher,Triceps,gym,general fitness,3,12
EZ-bar skullcrusher-,Triceps,gym,general fitness,3,12
Lying Close-Grip Barbell Triceps Press To Chin,Triceps,gym,general fitness,3,12
EZ-Bar Skullcrusher - Gethin Variation,Triceps,gym,general fitness,3,12
TBS Skullcrusher,Triceps,gym,general fitness,3,12
30 Arms EZ-Bar Skullcrusher,Triceps,gym,general fitness,3,12
Lat Pulldown,Back,gym,fat loss,3,12
Seated Cable Row,Back,gym,fat loss,3,12
Bent-over Barbell Rows,Back,gym,fat loss,4,10
Deadlifts,Back,gym,fat loss,4,8
Leg Press,Legs,gym,fat loss,4,10
Walking Lunges,Legs,gym,fat loss,3,12 each leg
Squats,Legs,gym,fat loss,4,10
Leg Curl Machine,Legs,gym,fat loss,3,12
Bicep Curls,Arms,gym,fat loss,3,12
Tricep Dips,Arms,gym,fat loss,3,12
Cable Tricep Pushdowns,Arms,gym,fat loss,3,12
Hammer Curls,Arms,gym,fat loss,3,12
Superman Hold,Back,home,muscle gain,3,12
Bird Dog,Back,home,general fitness,3,12
Reverse Flys,Back,home,fat loss,3,15
Bodyweight Squats,Legs,home,muscle gain,4,10
Lunges,Legs,home,general fitness,3,12 each leg
Jump Squats,Legs,home,fat loss,3,15
Diamond Push-ups,Arms,home,muscle gain,3,12
Tricep Dips,Arms,home,general fitness,3,12
Bicep Curls (Water Bottles),Arms,home,fat loss,3,15
Plank,Core,home,muscle gain,4,30 sec
Russian Twists,Core,home,general fitness,3,20
Mountain Climbers,Core,home,fat loss,3,30 sec
Burpees,Full Body,home,muscle gain,3,12
Jumping Jacks,Full Body,home,general fitness,3,20
Mountain Climbers,Full Body,home,fat loss,3,30 sec
Pike Push-ups,Shoulders,home,muscle gain,3,12
Arm Circles,Shoulders,home,general fitness,3,20
Plank Shoulder Taps,Shoulders,home,fat loss,3,20 taps
Lat Pulldown,Back,gym,muscle gain,4,10
Seated Cable Row,Back,gym,muscle gain,4,10
Bent-over Barbell Rows,Back,gym,muscle gain,4,10
Deadlifts,Back,gym,muscle gain,4,8
Leg Press,Legs,gym,muscle gain,4,10
Walking Lunges,Legs,gym,muscle gain,3,12 each leg
Squats,Legs,gym,muscle gain,4,10
Leg Curl Machine,Legs,gym,muscle gain,3,12
Bicep Curls,Arms,gym,muscle gain,3,12
Tricep Dips,Arms,gym,muscle gain,3,12
Cable Tricep Pushdowns,Arms,gym,muscle gain,3,12
Hammer Curls,Arms,gym,muscle gain,3,12
Superman Hold,Back,home,muscle gain,3,12
Bird Dog,Back,home,muscle gain,3,12
Bodyweight Squats,Legs,home,muscle gain,4,10
Lunges,Legs,home,muscle gain,3,12 each leg
Diamond Push-ups,Arms,home,muscle gain,3,12
Tricep Dips,Arms,home,muscle gain,3,12
Pull-ups,Back,gym,general fitness,3,12
Seated Row Machine,Back,gym,general fitness,3,12
Lat Pullover,Back,gym,general fitness,3,12
Barbell Rows,Back,gym,general fitness,3,10
Leg Press,Legs,gym,general fitness,4,12
Barbell Squats,Legs,gym,general fitness,4,10
Lunges,Legs,gym,general fitness,3,12 each leg
Leg Curl Machine,Legs,gym,general fitness,3,12
Cable Bicep Curls,Arms,gym,general fitness,3,12
Tricep Pushdowns,Arms,gym,general fitness,3,12
Overhead Dumbbell Extensions,Arms,gym,general fitness,3,12
Hammer Curls,Arms,gym,general fitness,3,12
Superman Hold,Back,home,general fitness,3,12
Bird Dog,Back,home,general fitness,3,12
Bodyweight Squats,Legs,home,general fitness,4,10
Lunges,Legs,home,general fitness,3,12 each leg
Diamond Push-ups,Arms,home,general fitness,3,12
Tricep Dips,Arms,home,general fitness,3,12
Jump Rope (Warm-up),Back,home,general fitness,3,1 min
Dynamic Stretches (Warm-up),Chest,home,general fitness,3,1 min
Leg Swings (Warm-up),Legs,home,general fitness,3,1 min
Arm Circles (Warm-up),Shoulders,home,general fitness,3,1 min
Light Push-ups (Warm-up),Arms,home,general fitness,3,10
Plank Hold (Warm-up),Core,home,general fitness,3,30 sec
High Knees,Full Body,home,fat loss,3,30 sec
Burpees,Full Body,home,fat loss,3,12
Jumping Jacks,Full Body,home,general fitness,3,30 sec
Mountain Climbers,Full Body,home,fat loss,3,30 sec
Shadow Boxing,Full Body,home,general fitness,3,1 min
Jump Rope,Full Body,home,general fitness,3,1 min
Side Shuffles,Full Body,home,fat loss,3,30 sec
Box Jumps,Full Body,home,muscle gain,3,10
