Exercise,Category,Type,Goal,Sets/Duration,Reps
King Maker Barbell Bench Press,Chest,gym,general fitness,3,12
King Maker Incline Barbell Bench Press,Chest,gym,general fitness,3,12
30 Chest Incline Barbell Bench Press,Chest,gym,general fitness,3,12
30 Chest Barbell Bench Press,Chest,gym,general fitness,3,12
30 Chest 30-Degree Incline Dumbbell Press,Chest,gym,general fitness,3,12
Spoto press,Chest,gym,general fitness,3,12
Kettlebell plyo push-up,Chest,gym,general fitness,3,12
Extended Range One-Arm Kettlebell Floor Press,Chest,gym,general fitness,3,12
Kettlebell alternating floor press,Chest,gym,general fitness,3,12
One-Arm Kettlebell Floor Press,Chest,gym,general fitness,3,12
Leg-Over Floor Press,Chest,gym,general fitness,3,12
Band-suspended kettlebell bench press,Chest,home,general fitness,3,12
FYR2 Push-Up to Kettlebell Hike Combo,Chest,gym,general fitness,3,12
Pushups,Chest,gym,general fitness,3,12
Incline Push-Up,Chest,gym,general fitness,3,12
Hands-elevated push-up,Chest,gym,general fitness,3,12
Decline Push-Up,Chest,gym,general fitness,3,12
Single-Arm Push-Up,Chest,gym,general fitness,3,12
Close push-up to wide push-up,Chest,gym,general fitness,3,12
Wide-grip hands-elevated push-up,Chest,gym,general fitness,3,12
Push-Ups With Feet On An Exercise Ball,Chest,gym,general fitness,3,12
Feet-elevated push-up,Chest,gym,general fitness,3,12
Isometric Wipers,Chest,gym,general fitness,3,12
Clock push-up,Chest,gym,general fitness,3,12
Incline Push-Up Depth Jump,Chest,gym,general fitness,3,12
Push-Up Wide,Chest,gym,general fitness,3,12
Sphinx push-up,Chest,gym,general fitness,3,12
Close-Hands Push-Up,Chest,gym,general fitness,3,12
Tiger-bend push-up,Chest,gym,general fitness,3,12
Plyo push-up,Chest,gym,general fitness,3,12
Close-grip hands-elevated push-up,Chest,gym,general fitness,3,12
Suspended push-up,Chest,gym,general fitness,3,12
Push Up to Side Plank,Chest,gym,general fitness,3,12
Isometric Chest Squeezes,Chest,gym,general fitness,3,12
Side-to-side push-up,Chest,gym,general fitness,3,12
Typewriter push-up,Chest,gym,general fitness,3,12
Diamond push-up,Chest,gym,general fitness,3,12
Judo push-up,Chest,gym,general fitness,3,12
Superman Push-Up,Chest,gym,general fitness,3,12
Wide push-up,Chest,gym,general fitness,3,12
One-Arm Push-Up,Chest,gym,general fitness,3,12
Clapping Push-Up,Chest,gym,general fitness,3,12
Staggered push-up,Chest,gym,general fitness,3,12
Reverse-grip hands-elevated push-up,Chest,gym,general fitness,3,12
Triple Clap Push-Up,Chest,gym,general fitness,3,12
Side kick-through push-up,Chest,gym,general fitness,3,12
Swimming,Chest,gym,general fitness,3,12
FYR Push-Up,Chest,gym,general fitness,3,12
Frog push-up,Chest,gym,general fitness,3,12
Wide push-up plank hold,Chest,gym,general fitness,3,12
Close push-up,Chest,gym,general fitness,3,12
Push-Up - Gethin Variation,Chest,gym,general fitness,3,12
HM Incline Push-Up On Chair,Chest,gym,general fitness,3,12
HM Push-Up,Chest,gym,general fitness,3,12
HM Push-Plank,Chest,gym,general fitness,3,12
AM Chest Dips,Chest,gym,general fitness,3,12
Push-up,Chest,gym,general fitness,3,12
UP Push-up,Chest,gym,general fitness,3,12
UN Push-Up,Chest,gym,general fitness,3,12
UNS Foam Roll Pecs,Chest,gym,general fitness,3,12
UN Hands Elevated Push-Up,Chest,gym,general fitness,3,12
Holman Seal Drag to Push-Up,Chest,gym,general fitness,3,12
Holman Hand-Elevated Push-Up with Hand Row,Chest,gym,general fitness,3,12
Holman Push-Up,Chest,gym,general fitness,3,12
Holman Slow Hips-Up Chest Press,Chest,gym,general fitness,3,12
Holman Jump-Out Push-Up with Hand Hop Back,Chest,gym,general fitness,3,12
Holman Froggy Push-Up to Donkey Kick,Chest,gym,general fitness,3,12
Holman Push-Up to Sit Back,Chest,gym,general fitness,3,12
Holman Sit Back Push-Up,Chest,gym,general fitness,3,12
Holman Alternating Staggered Push-Up,Chest,gym,general fitness,3,12
Holman Foot-Up Diving Push-Up,Chest,gym,general fitness,3,12
Holman Narrow Push-Up,Chest,gym,general fitness,3,12
Holman Dynamo Push-Up,Chest,gym,general fitness,3,12
Holman Jump to Push-Up,Chest,gym,general fitness,3,12
Holman Foot-Elevated Push-Up,Chest,gym,general fitness,3,12
Holman Feet-Elevated Push-Up,Chest,gym,general fitness,3,12
Total Fitness Plyo Push-Up,Chest,gym,general fitness,3,12
Scapular push-up,Chest,gym,general fitness,3,12
King Maker Push-up,Chest,gym,general fitness,3,12
Warrior push-up,Chest,gym,general fitness,3,12
Taylor Roll-Over Push-Up,Chest,gym,general fitness,3,12
Taylor One-Arm Push-Up Slow Negative,Chest,gym,general fitness,3,12
30 Chest Push-Up To Isometric Hold,Chest,gym,general fitness,3,12
30 Chest Push-Up,Chest,gym,general fitness,3,12
30 Chest Bench Push-Up,Chest,gym,general fitness,3,12
MetaBurn 3-Phase Push-Up,Chest,gym,general fitness,3,12
MetaBurn Fast Feet To Push-Up,Chest,gym,general fitness,3,12
MetaBurn Judo Push-Up To Pike Push-Up,Chest,gym,general fitness,3,12
MetaBurn Pike Push-Up,Chest,gym,general fitness,3,12
MetaBurn Push-Up To Frogger,Chest,gym,general fitness,3,12
MetaBurn Push-Up With Hand Side-Step,Chest,gym,general fitness,3,12
MetaBurn Push-Up With Hand-Up Rotation,Chest,gym,general fitness,3,12
MetaBurn Sphinx Push-Up,Chest,gym,general fitness,3,12
MetaBurn Spiderman Push-Up,Chest,gym,general fitness,3,12
Roberston Push-up to Down Dog,Chest,gym,general fitness,3,12
FYR2 Push-Up-Breakdancer-Shoulder-Tap Complex,Chest,gym,general fitness,3,12
ACFT Hand-release push-up,Chest,gym,general fitness,3,12
1.5-rep push-up,Chest,gym,general fitness,3,12
ACFT Triple-clap push-up,Chest,gym,general fitness,3,12
ACFT Superman push-up,Chest,gym,general fitness,3,12
Cross-over push-up,Chest,gym,general fitness,3,12
Leverage Incline Chest Press,Chest,gym,general fitness,3,12
Butterfly,Chest,gym,general fitness,3,12
Leverage Chest Press,Chest,gym,general fitness,3,12
Decline Smith Press,Chest,gym,general fitness,3,12
Smith machine bench press,Chest,gym,general fitness,3,12
Leverage Decline Chest Press,Chest,gym,general fitness,3,12
Machine chest press,Chest,gym,general fitness,3,12
Smith Machine Incline Bench Press,Chest,gym,general fitness,3,12
Smith Machine Close-Grip Bench Press,Chest,gym,general fitness,3,12
Smith Machine Decline Press,Chest,gym,general fitness,3,12
Smith machine bench press throw,Chest,gym,general fitness,3,12
Machine chest fly,Chest,gym,general fitness,3,12
Machine bench press,Chest,gym,general fitness,3,12
Machine Seated Chest Press - Gethin Variation,Chest,gym,general fitness,3,12
Smith machine weighted push-up,Chest,gym,general fitness,3,12
Smith machine incline bench press-,Chest,gym,general fitness,3,12
Smith machine decline bench press,Chest,gym,general fitness,3,12
AM Pec Dec,Chest,gym,general fitness,3,12
30 Chest Machine Flat Chest Press,Chest,gym,general fitness,3,12
Smith machine push-up,Chest,gym,general fitness,3,12
30 Chest Smith Machine Incline Chest Press,Chest,gym,general fitness,3,12
30 Chest Smith Machine Chest Press,Chest,gym,general fitness,3,12
30 Chest Machine Incline Chest Press,Chest,gym,general fitness,3,12
30 Chest Machine Fly,Chest,gym,general fitness,3,12
30 Chest 30-Degree Incline Smith Machine Press,Chest,gym,general fitness,3,12
Low-cable cross-over,Chest,gym,general fitness,3,12
Incline cable chest fly,Chest,gym,general fitness,3,12
Cable Crossover,Chest,gym,general fitness,3,12
Incline cable chest press,Chest,gym,general fitness,3,12
Cable Chest Press,Chest,gym,general fitness,3,12
Single-arm cable cross-over,Chest,gym,general fitness,3,12
Cable cross-over,Chest,gym,general fitness,3,12
Standing Cable Chest Press,Chest,gym,general fitness,3,12
Lying cable chest fly,Chest,gym,general fitness,3,12
Paul Carter Cable Cross-Over,Chest,gym,general fitness,3,12
One-Arm Cable Crossover - Gethin Variation,Chest,gym,general fitness,3,12
Incline Cable Fly - Gethin Variation,Chest,gym,general fitness,3,12
Cable Cross-Over - Gethin Variation,Chest,gym,general fitness,3,12
Seated cable chest fly,Chest,gym,general fitness,3,12
Single-arm incline cable cross-over-,Chest,gym,general fitness,3,12
High-to-low cable chest fly,Chest,gym,general fitness,3,12
UP Cable Cross-Over,Chest,gym,general fitness,3,12
UP Cable Fly,Chest,gym,general fitness,3,12
30 Chest Low-To-High Cable Fly,Chest,gym,general fitness,3,12
30 Chest Incline Cable Fly,Chest,gym,general fitness,3,12
30 Chest Incline Cable Chest Press,Chest,gym,general fitness,3,12
30 Chest High-To-Low Cable Press,Chest,gym,general fitness,3,12
30 Chest High-To-Low Cable Fly,Chest,gym,general fitness,3,12
30 Chest Shoulder-Height Cable Fly,Chest,gym,general fitness,3,12
Cable Pec Fly,Chest,gym,general fitness,3,12
Chest Push (multiple response),Chest,gym,general fitness,3,12
Medicine Ball Chest Pass,Chest,gym,general fitness,3,12
Medicine ball sprawl to chest press,Chest,gym,general fitness,3,12
Medicine ball push-up,Chest,gym,general fitness,3,12
Chest Push (single response),Chest,gym,general fitness,3,12
Chest Push with Run Release,Chest,gym,general fitness,3,12
Chest Push from 3 point stance,Chest,gym,general fitness,3,12
Dumbbell Bench Press,Chest,home,general fitness,3,12
Dumbbell Flyes,Chest,home,general fitness,3,12
Incline dumbbell bench press,Chest,home,general fitness,3,12
Decline Dumbbell Flyes,Chest,home,general fitness,3,12
Reverse-grip incline dumbbell bench press,Chest,home,general fitness,3,12
Incline Dumbbell Flyes,Chest,home,general fitness,3,12
Neutral-grip dumbbell bench press,Chest,home,general fitness,3,12
Decline dumbbell bench press,Chest,home,general fitness,3,12
Single-arm kettlebell row,Chest,home,general fitness,3,12
Hammer Grip Incline DB Bench Press,Chest,home,general fitness,3,12
Straight-arm dumbbell pull-over,Chest,home,general fitness,3,12
Incline Dumbbell Bench With Palms Facing In,Chest,home,general fitness,3,12
Incline Dumbbell Flyes - With A Twist,Chest,home,general fitness,3,12
Bent-arm dumbbell pull-over,Chest,home,general fitness,3,12
Close-grip dumbbell bench press,Chest,home,general fitness,3,12
Single-dumbbell push-up,Chest,home,general fitness,3,12
One-Arm Flat Bench Dumbbell Flye,Chest,home,general fitness,3,12
Dumbbell Fix Dumbbell Floor Chest Fly,Chest,home,general fitness,3,12
Dumbbell Fix Traveling Push-Up,Chest,home,general fitness,3,12
Incline dumbbell chest fly,Chest,home,general fitness,3,12
Paul Carter Dumbbell Shrug,Chest,home,general fitness,3,12
Dumbbell push-up row,Chest,home,general fitness,3,12
TBS Dumbbell Incline Press,Chest,home,general fitness,3,12
Incline Dumbbell Fly - Gethin Variation,Chest,home,general fitness,3,12
Dumbbell bench press-,Chest,home,general fitness,3,12
Decline dumbbell fly and press,Chest,home,general fitness,3,12
Incline dumbbell fly and press,Chest,home,general fitness,3,12
Single-arm decline dumbbell bench press,Chest,home,general fitness,3,12
Single-arm incline dumbbell bench press,Chest,home,general fitness,3,12
Incline Dumbbell Press - Gethin Variation,Chest,home,general fitness,3,12
Dumbbell Chest Press - Gethin Variation,Chest,home,general fitness,3,12
Dumbbell Floor Press - Gethin Variation,Chest,home,general fitness,3,12
Decline Dumbbell Press - Gethin Variation,Chest,home,general fitness,3,12
Dumbbell chest fly,Chest,home,general fitness,3,12
Machine rear delt fly,Chest,home,general fitness,3,12
AM Dumbbell Bench Press,Chest,home,general fitness,3,12
UP Incline Dumbbell Press,Chest,home,general fitness,3,12
UP Incline Dumbbell Fly,Chest,home,general fitness,3,12
Holman Push-Up to Belly Touch,Chest,home,general fitness,3,12
Single-arm dumbbell floor press,Chest,home,general fitness,3,12
Total Fitness Weighted Push-Up,Chest,home,general fitness,3,12
King Maker Standing Dumbbell Shoulder Press,Chest,home,general fitness,3,12
30 Chest Incline Dumbbell Fly,Chest,home,general fitness,3,12
30 Chest Incline Dumbbell Bench Press,Chest,home,general fitness,3,12
30 Chest Dumbbells-Together Press,Chest,home,general fitness,3,12
30 Chest Dumbbells-Together Incline Bench Press,Chest,home,general fitness,3,12
30 Chest Dumbbell Fly,Chest,home,general fitness,3,12
30 Chest Dumbbell Bench Press,Chest,home,general fitness,3,12
30 Chest 30-Degree Incline Dumbbell Fly,Chest,home,general fitness,3,12
FYR2 Single-Dumbbell Push-Up,Chest,home,general fitness,3,12
Bodyweight Flyes,Chest,gym,general fitness,3,12
Close-grip EZ-bar bench press,Chest,gym,general fitness,3,12
Chest dip,Chest,gym,general fitness,3,12
Drop Push,Chest,gym,general fitness,3,12
Forward Drag with Press,Chest,gym,general fitness,3,12
Chain Press,Chest,gym,general fitness,3,12
Behind Head Chest Stretch,Chest,gym,general fitness,3,12
Pass-through stretch with band,Chest,gym,general fitness,3,12
Weighted Push-Up,Chest,gym,general fitness,3,12
Heavy Bag Thrust,Chest,gym,general fitness,3,12
Decline Explosive Push-Up,Chest,gym,general fitness,3,12
Suspended Chest Fly,Chest,gym,general fitness,3,12
Svend press,Chest,gym,general fitness,3,12
Bar Push-Up Smith Machine,Chest,gym,general fitness,3,12
Plate-weighted push-up,Chest,gym,general fitness,3,12
Double-bar roll-out chest fly,Chest,gym,general fitness,3,12
Holman Plate Dynamo Push-Up,Chest,gym,general fitness,3,12
Holman Towel Drag Two Steps to Push-Up,Chest,gym,general fitness,3,12
Taylor Val Slide Push-Up/Fly Combo,Chest,gym,general fitness,3,12
Exercise ball chest stretch,Chest,gym,general fitness,3,12
Bosu Ball Push-Up,Chest,gym,general fitness,3,12
Feet-elevated push-up on ball,Chest,gym,general fitness,3,12
Standing alternating band speed row,Forearms,home,general fitness,3,12
Band roundhouse elbow,Forearms,home,general fitness,3,12
Palms-down wrist curl over bench,Forearms,gym,general fitness,3,12
Palms-up wrist curl over bench,Forearms,gym,general fitness,3,12
Standing behind-the-back wrist curl,Forearms,gym,general fitness,3,12
Seated finger curl,Forearms,gym,general fitness,3,12
Seated palms-up wrist curl,Forearms,gym,general fitness,3,12
Bottoms-Up Clean From The Hang Position,Forearms,gym,general fitness,3,12
Seated One-Arm Dumbbell Palms-Up Wrist Curl,Forearms,home,general fitness,3,12
Palms-Up Dumbbell Wrist Curl Over A Bench,Forearms,home,general fitness,3,12
Seated palms-down wrist curl,Forearms,home,general fitness,3,12
Palms-Down Dumbbell Wrist Curl Over A Bench,Forearms,home,general fitness,3,12
Seated One-Arm Dumbbell Palms-Down Wrist Curl,Forearms,home,general fitness,3,12
Seated Dumbbell Palms-Up Wrist Curl,Forearms,home,general fitness,3,12
Partner farmer's walk,Forearms,home,general fitness,3,12
Dumbbell suitcase carry,Forearms,home,general fitness,3,12
Suitcase Dumbbell Carry,Forearms,home,general fitness,3,12
Side plank with dumbbell external rotation,Forearms,home,general fitness,3,12
Rickshaw Carry,Forearms,gym,general fitness,3,12
Dumbbell farmer's walk,Forearms,gym,general fitness,3,12
Wrist Roller,Forearms,gym,general fitness,3,12
Standing Olympic Plate Hand Squeeze,Forearms,gym,general fitness,3,12
Plate Pinch,Forearms,gym,general fitness,3,12
Landmine Press and Catch,Forearms,gym,general fitness,3,12
Plate halo,Forearms,gym,general fitness,3,12
Bryant Wrist Curl,Forearms,gym,general fitness,3,12
Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,Forearms,gym,general fitness,3,12
Cable Wrist Curl,Forearms,gym,general fitness,3,12
Single-arm cable push-down,Forearms,gym,general fitness,3,12
Wrist Circles,Forearms,gym,general fitness,3,12
Kneeling Forearm Stretch,Forearms,gym,general fitness,3,12
Hip Extension with Bands,Glutes,home,general fitness,3,12
Hip Lift with Band,Glutes,home,general fitness,3,12
HM Monster Walk,Glutes,home,general fitness,3,12
UNS Banded Glute Bridge,Glutes,home,general fitness,3,12
FYR2 Banded Glute Bridge,Glutes,home,general fitness,3,12
Piriformis SMR,Glutes,gym,general fitness,3,12
Barbell glute bridge,Glutes,gym,general fitness,3,12
Barbell Hip Thrust,Glutes,gym,general fitness,3,12
Kneeling Squat,Glutes,gym,general fitness,3,12
Kneeling Jump Squat,Glutes,gym,general fitness,3,12
UN Rear Foot Elevated Split Squat,Glutes,gym,general fitness,3,12
Kettlebell thruster,Glutes,gym,general fitness,3,12
Taylor Kettlebell Swing,Glutes,gym,general fitness,3,12
UN Goblet Squat,Glutes,gym,general fitness,3,12
Single-arm triceps kick-back,Glutes,home,general fitness,3,12
Holman Lateral High Knees to Quad Touch Jump,Glutes,home,general fitness,3,12
FYR2 Dumbbell Hip Thrust,Glutes,home,general fitness,3,12
FYR2 Glute Bridge Dumbbell Floor Press,Glutes,home,general fitness,3,12
Suspended Hip Thrust,Glutes,gym,general fitness,3,12
Single-leg cable hip extension,Glutes,gym,general fitness,3,12
Pull Through,Glutes,gym,general fitness,3,12
Cable rope pull-through deadlift,Glutes,gym,general fitness,3,12
UNS Cable Pull-Through,Glutes,gym,general fitness,3,12
30 Legs Glute-Ham Raise,Glutes,gym,general fitness,3,12
Glute bridge,Glutes,gym,general fitness,3,12
Single-leg glute bridge,Glutes,gym,general fitness,3,12
Step-up with knee raise,Glutes,gym,general fitness,3,12
Glute Kickback,Glutes,gym,general fitness,3,12
Standing hip extension,Glutes,gym,general fitness,3,12
Lying glute stretch,Glutes,gym,general fitness,3,12
Knee Across The Body,Glutes,gym,general fitness,3,12
Seated Glute,Glutes,gym,general fitness,3,12
Lying Glute,Glutes,gym,general fitness,3,12
One Knee To Chest,Glutes,gym,general fitness,3,12
Seated Glute Stretch,Glutes,gym,general fitness,3,12
Neck Bridge Supine,Glutes,gym,general fitness,3,12
Walking High Knee,Glutes,gym,general fitness,3,12
Walking Butt Kicks,Glutes,gym,general fitness,3,12
Walking Glute Stretch,Glutes,gym,general fitness,3,12
Lunge kick,Glutes,gym,general fitness,3,12
Curtsy lunge,Glutes,gym,general fitness,3,12
Alternating standing glute stretch,Glutes,gym,general fitness,3,12
Side-lying leg lift,Glutes,gym,general fitness,3,12
FYR Progressive High Knee,Glutes,gym,general fitness,3,12
Glute-Ham Raise - Gethin Variation,Glutes,gym,general fitness,3,12
Lunge glute stretch,Glutes,gym,general fitness,3,12
Natural Glute Ham Raise - Gethin Variation,Glutes,gym,general fitness,3,12
Groiner,Glutes,gym,general fitness,3,12
HM Alternating Donkey Kick,Glutes,gym,general fitness,3,12
HM Alternating Slow Step-Down With Chair,Glutes,gym,general fitness,3,12
HM Right Side Iron Cross,Glutes,gym,general fitness,3,12
HM Single-Leg Bridge,Glutes,gym,general fitness,3,12
HM Hi-Low,Glutes,gym,general fitness,3,12
HM Kick-Back,Glutes,gym,general fitness,3,12
HM Left Side Iron Cross,Glutes,gym,general fitness,3,12
HM Left Side-Kick,Glutes,gym,general fitness,3,12
HM Leg Lifts,Glutes,gym,general fitness,3,12
Walking lunge,Glutes,gym,general fitness,3,12
High Plyometric Box Jump,Glutes,gym,general fitness,3,12
Barbell hip thrust-,Glutes,gym,general fitness,3,12
UN Glute Bridge,Glutes,gym,general fitness,3,12
Holman Donkey Kick,Glutes,gym,general fitness,3,12
Holman Hip Raise with Alternating Kick,Glutes,gym,general fitness,3,12
Holman Left Leg Donkey Kick,Glutes,gym,general fitness,3,12
Holman Diagonal Right Leg Step-Out to Right Knee-Up,Glutes,gym,general fitness,3,12
Holman Right Leg Donkey Kick,Glutes,gym,general fitness,3,12
Holman Butt Tap to Jump,Glutes,gym,general fitness,3,12
Holman Butt Tap to Jump-Forward-Jump-Back,Glutes,gym,general fitness,3,12
Holman Traveling High Knees to Squat Thrust,Glutes,gym,general fitness,3,12
Holman Butt Kicker to High Knees,Glutes,gym,general fitness,3,12
Holman Daisy Cutter,Glutes,gym,general fitness,3,12
Holman Frogger,Glutes,gym,general fitness,3,12
Holman Hip Raise with Chest Press,Glutes,gym,general fitness,3,12
Total Fitness Bear Crawl,Glutes,gym,general fitness,3,12
Pigeon stretch,Glutes,gym,general fitness,3,12
Levitating side kick-through,Glutes,gym,general fitness,3,12
30 Legs Hip Thrust,Glutes,gym,general fitness,3,12
Dumbbell single-leg hip thrust,Glutes,gym,general fitness,3,12
Medicine ball duck walk,Glutes,gym,general fitness,3,12
Exercise ball hip thrust,Glutes,gym,general fitness,3,12
Downward Facing Balance,Glutes,gym,general fitness,3,12
Band Good Morning (Pull Through),Hamstrings,home,general fitness,3,12
Standing Hamstring and Calf Stretch,Hamstrings,home,general fitness,3,12
Hamstring-SMR,Hamstrings,gym,general fitness,3,12
Barbell Deadlift,Hamstrings,gym,general fitness,3,12
Clean Deadlift,Hamstrings,gym,general fitness,3,12
Sumo deadlift,Hamstrings,gym,general fitness,3,12
Romanian Deadlift from Deficit,Hamstrings,gym,general fitness,3,12
Power Snatch,Hamstrings,gym,general fitness,3,12
Power Clean from Blocks,Hamstrings,gym,general fitness,3,12
Snatch Deadlift,Hamstrings,gym,general fitness,3,12
Power clean,Hamstrings,gym,general fitness,3,12
Hang Snatch,Hamstrings,gym,general fitness,3,12
Wide Stance Stiff Legs,Hamstrings,gym,general fitness,3,12
Clean,Hamstrings,gym,general fitness,3,12
Good Morning,Hamstrings,gym,general fitness,3,12
Barbell stiff-legged deadlift,Hamstrings,gym,general fitness,3,12
Romanian Deadlift,Hamstrings,gym,general fitness,3,12
Sumo Deadlift with Chains,Hamstrings,gym,general fitness,3,12
Sumo Deadlift with Bands,Hamstrings,gym,general fitness,3,12
Good Morning off Pins,Hamstrings,gym,general fitness,3,12
Stiff-Legged Deadlift,Hamstrings,gym,general fitness,3,12
Snatch Pull,Hamstrings,gym,general fitness,3,12
Hanging Bar Good Morning,Hamstrings,gym,general fitness,3,12
Reverse Band Sumo Deadlift,Hamstrings,gym,general fitness,3,12
Muscle Snatch,Hamstrings,gym,general fitness,3,12
Split Snatch,Hamstrings,gym,general fitness,3,12
Hang Snatch - Below Knees,Hamstrings,gym,general fitness,3,12
30 Legs Sumo Deadlift,Hamstrings,gym,general fitness,3,12
Kettlebell pass-through lunge,Hamstrings,gym,general fitness,3,12
Kettlebell One-Legged Deadlift,Hamstrings,gym,general fitness,3,12
Single-arm kettlebell clean,Hamstrings,gym,general fitness,3,12
Single-leg kettlebell deadlift,Hamstrings,gym,general fitness,3,12
Romanian Deadlift with Kettlebell,Hamstrings,gym,general fitness,3,12
Single-arm kettlebell swing,Hamstrings,gym,general fitness,3,12
Kettlebell Dead Clean,Hamstrings,gym,general fitness,3,12
Alternating Hang Clean,Hamstrings,gym,general fitness,3,12
One-Arm Open Palm Kettlebell Clean,Hamstrings,gym,general fitness,3,12
Open Palm Kettlebell Clean,Hamstrings,gym,general fitness,3,12
Kettlebell Hang Clean,Hamstrings,gym,general fitness,3,12
Double Kettlebell Alternating Hang Clean,Hamstrings,gym,general fitness,3,12
Romanian Deadlift With Dumbbells,Hamstrings,home,general fitness,3,12
Stiff-Legged Dumbbell Deadlift,Hamstrings,home,general fitness,3,12
Vertical Swing,Hamstrings,home,general fitness,3,12
Dumbbell Fix Dumbbell Swing,Hamstrings,home,general fitness,3,12
Dumbbell Lying Hamstring Curl,Hamstrings,home,general fitness,3,12
30 Legs Dumbbell Stiff-Legged Deadlift,Hamstrings,home,general fitness,3,12
Box jump,Hamstrings,gym,general fitness,3,12
Box Jump (Multiple Response),Hamstrings,gym,general fitness,3,12
Sled push-,Hamstrings,gym,general fitness,3,12
Lying Hamstring,Hamstrings,gym,general fitness,3,12
Chair Leg Extended Stretch,Hamstrings,gym,general fitness,3,12
Suspended Leg Curl,Hamstrings,gym,general fitness,3,12
Box Skip,Hamstrings,gym,general fitness,3,12
Power Stairs,Hamstrings,gym,general fitness,3,12
Seated Hamstring and Calf Stretch,Hamstrings,gym,general fitness,3,12
Hamstring slide,Hamstrings,gym,general fitness,3,12
Seated Band Hamstring Curl,Hamstrings,gym,general fitness,3,12
Lying cable leg curl,Hamstrings,gym,general fitness,3,12
Standing cable leg curl,Hamstrings,gym,general fitness,3,12
Lying Leg Curls,Hamstrings,gym,general fitness,3,12
Glute Ham Raise,Hamstrings,gym,general fitness,3,12
Reverse Hyperextension,Hamstrings,gym,general fitness,3,12
Seated Leg Curl,Hamstrings,gym,general fitness,3,12
Standing Leg Curl,Hamstrings,gym,general fitness,3,12
Smith machine stiff-legged deadlift,Hamstrings,gym,general fitness,3,12
Lying Leg Curl - Gethin Variation,Hamstrings,gym,general fitness,3,12
Paul Carter Leg Extension,Hamstrings,gym,general fitness,3,12
Lying leg curl,Hamstrings,gym,general fitness,3,12
Seated Hamstring Curl - Gethin Variation,Hamstrings,gym,general fitness,3,12
Single-leg lying leg curl,Hamstrings,gym,general fitness,3,12
Leg curl,Hamstrings,gym,general fitness,3,12
Leg Extension - Gethin Variation,Hamstrings,gym,general fitness,3,12
Single-leg leg extension-,Hamstrings,gym,general fitness,3,12
Lying Hamstring Curls - Gethin Variation,Hamstrings,gym,general fitness,3,12
AM Seated Hamstring Curl,Hamstrings,gym,general fitness,3,12
UP Hamstring Curl,Hamstrings,gym,general fitness,3,12
30 Legs Leg Extension,Hamstrings,gym,general fitness,3,12
30 Legs Seated Leg Curl,Hamstrings,gym,general fitness,3,12
Natural Glute Ham Raise,Hamstrings,gym,general fitness,3,12
Standing leg swing,Hamstrings,gym,general fitness,3,12
Linear Acceleration Wall Drill,Hamstrings,gym,general fitness,3,12
Knee Tuck Jump,Hamstrings,gym,general fitness,3,12
Leg-Up Hamstring Stretch,Hamstrings,gym,general fitness,3,12
Inchworm,Hamstrings,gym,general fitness,3,12
Moving Claw Series,Hamstrings,gym,general fitness,3,12
Lying groin stretch with band,Hamstrings,gym,general fitness,3,12
90/90 Hamstring,Hamstrings,gym,general fitness,3,12
World's greatest stretch,Hamstrings,gym,general fitness,3,12
The Straddle,Hamstrings,gym,general fitness,3,12
Prone Manual Hamstring,Hamstrings,gym,general fitness,3,12
Knee To Chest,Hamstrings,gym,general fitness,3,12
Hurdle Hops,Hamstrings,gym,general fitness,3,12
Hip Stretch With Twist,Hamstrings,gym,general fitness,3,12
Linear 3-Part Start Technique,Hamstrings,gym,general fitness,3,12
Alternating Leg Swing,Hamstrings,gym,general fitness,3,12
Single-leg balance and reach,Hamstrings,gym,general fitness,3,12
High Kick,Hamstrings,gym,general fitness,3,12
Boss Everline 10-Yard Sprints,Hamstrings,gym,general fitness,3,12
Standing hamstring stretch,Hamstrings,gym,general fitness,3,12
Reverse lunge,Hamstrings,gym,general fitness,3,12
HM Alternating Cross Lunge,Hamstrings,gym,general fitness,3,12
HM Alternating Front Kick,Hamstrings,gym,general fitness,3,12
HM World's Greatest Stretch,Hamstrings,gym,general fitness,3,12
HM Alternating Sprawl Kick-Through,Hamstrings,gym,general fitness,3,12
HM Alternating Step-Back,Hamstrings,gym,general fitness,3,12
HM Alternating Step-Up With Chair,Hamstrings,gym,general fitness,3,12
HM Right Knee-Up,Hamstrings,gym,general fitness,3,12
HM Low Lunge With External Twist,Hamstrings,gym,general fitness,3,12
HM Ninja Crawl,Hamstrings,gym,general fitness,3,12
HM Pigeon Stretch,Hamstrings,gym,general fitness,3,12
Single-Leg Deadlift Walk,Hamstrings,gym,general fitness,3,12
Total Fitness Hamstring Slide,Hamstrings,gym,general fitness,3,12
30 Legs Walking Lunge,Hamstrings,gym,general fitness,3,12
Glute ham raise-,Hamstrings,gym,general fitness,3,12
Lying hamstring stretch with band,Hamstrings,gym,general fitness,3,12
Upper Back-Leg Grab,Hamstrings,gym,general fitness,3,12
Seated Hamstring,Hamstrings,gym,general fitness,3,12
Alternating lunge jump,Hamstrings,gym,general fitness,3,12
Runner's Stretch,Hamstrings,gym,general fitness,3,12
Exercise ball leg curl,Hamstrings,gym,general fitness,3,12
Ball Hamstring Hat Trick,Hamstrings,gym,general fitness,3,12
Band-assisted pull-up,Lats,home,general fitness,3,12
Assisted Chin-Up,Lats,home,general fitness,3,12
